name,slug,rarity,element,path,hp,atk,def,spd,minor_hp_pct,minor_atk_pct,minor_def_pct,minor_spd,minor_crit_rate_pct,minor_crit_dmg_pct,minor_break_effect_pct,minor_effect_res_pct,minor_effect_hit_rate_pct,minor_outgoing_healing_pct,minor_energy_regen_pct,minor_physical_dmg_pct,minor_fire_dmg_pct,minor_ice_dmg_pct,minor_lightning_dmg_pct,minor_wind_dmg_pct,minor_quantum_dmg_pct,minor_imaginary_dmg_pct,hp_with_minor_traces,atk_with_minor_traces,def_with_minor_traces,spd_with_minor_traces,minor_trace_stats_json,source_url
Gilgamesh Best Build Guide | Honkai: Star Rail,gilgamesh,5,Lightning,Destruction,1124,717,509,97,,18,,,18.7,,,,,,,,,,8,,,,1124.0,846.06,509.0,97.0,"{""minor_atk_pct"": ""18"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": ""18.7"", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": ""8"", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\gilgamesh.html
Guinaifen Best Build Guide | Honkai: Star Rail,guinaifen,4,Fire,Nihility,882,582,441,106,,,,,,,24,,10,,,,22.4,,,,,,882.0,582.0,441.0,106.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": ""24"", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": ""10"", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": ""22.4"", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\guinaifen.html
Hanya Best Build Guide | Honkai: Star Rail,hanya,4,Physical,Harmony,917,564,352,110,10,28,,9,,,,,,,,,,,,,,,1008.7,721.92,352.0,119.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""10"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""9"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\hanya.html
Herta Best Build Guide | Honkai: Star Rail,herta,4,Ice,Erudition,952,582,396,100,,,22.5,,6.7,,,,,,,,,22.4,,,,,952.0,582.0,485.1,100.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": ""6.7"", ""minor_def_pct"": ""22.5"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": ""22.4"", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\herta.html
Himeko Nova Best Build Guide | Honkai: Star Rail,himeko-nova,5,Fire,Erudition,1124,756,485,98,,28,,,12,,,,,,,,8,,,,,,1124.0,967.68,485.0,98.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": ""12"", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": ""8"", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\himeko-nova.html
Himeko Best Build Guide | Honkai: Star Rail,himeko,5,Fire,Erudition,1047,756,436,96,,18,,,,,,10,,,,,22.4,,,,,,1047.0,892.08,436.0,96.0,"{""minor_atk_pct"": ""18"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": ""10"", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": ""22.4"", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\himeko.html
Hook Best Build Guide | Honkai: Star Rail,hook,4,Fire,Destruction,1340,617,352,94,18,28,,,,13.3,,,,,,,,,,,,,1581.2,789.76,352.0,94.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": ""13.3"", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""18"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\hook.html
Huohuo Best Build Guide | Honkai: Star Rail,huohuo,5,Wind,Abundance,1358,601,509,98,28,,,5,,,,18,,,,,,,,,,,1738.24,601.0,509.0,103.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": ""18"", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""28"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""5"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\huohuo.html
Hyacine Best Build Guide | Honkai: Star Rail,hyacine,5,Wind,Remembrance,1087,388,630,110,10,,,14,,,,18,,,,,,,,,,,1195.7,388.0,630.0,124.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": ""18"", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""10"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""14"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\hyacine.html
Hysilens Best Build Guide | Honkai: Star Rail,hysilens,5,Physical,Nihility,1205,601,485,102,,18,,14,,,,,10,,,,,,,,,,1205.0,709.18,485.0,116.0,"{""minor_atk_pct"": ""18"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": ""10"", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""14"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\hysilens.html
Dan Heng • Imbibitor Lunae Best Build Guide | Honkai: Star Rail,imbibitor-lunae,5,Imaginary,Destruction,1241,698,363,102,10,,,,12,,,,,,,,,,,,,22.4,1365.1,698.0,363.0,102.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": ""12"", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""10"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": ""22.4"", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\imbibitor-lunae.html
Jade Best Build Guide | Honkai: Star Rail,jade,5,Quantum,Erudition,1086,659,509,103,,18,,,,,,10,,,,,,,,,22.4,,1086.0,777.62,509.0,103.0,"{""minor_atk_pct"": ""18"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": ""10"", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": ""22.4"", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\jade.html
Jiaoqiu Best Build Guide | Honkai: Star Rail,jiaoqiu,5,Fire,Nihility,1358,601,509,98,,,,5,,,,,28,,,,14.4,,,,,,1358.0,601.0,509.0,103.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": ""28"", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": ""14.4"", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""5"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\jiaoqiu.html
Jing Yuan Best Build Guide | Honkai: Star Rail,jing-yuan,5,Lightning,Erudition,1164,698,485,99,,28,12.5,,12,,,,,,,,,,,,,,1164.0,893.44,545.625,99.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": ""12"", ""minor_def_pct"": ""12.5"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\jing-yuan.html
Jingliu Best Build Guide | Honkai: Star Rail,jingliu,5,Ice,Destruction,1435,679,485,96,10,,,9,,37.3,,,,,,,,,,,,,1578.5,679.0,485.0,105.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": ""37.3"", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""10"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""9"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\jingliu.html
Kafka Best Build Guide | Honkai: Star Rail,kafka,5,Lightning,Nihility,1086,679,485,100,10,28,,,,,,,18,,,,,,,,,,1194.6,869.12,485.0,100.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": ""18"", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""10"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\kafka.html
Lingsha Best Build Guide | Honkai: Star Rail,lingsha,5,Fire,Abundance,1358,679,436,98,18,10,,,,,37.3,,,,,,,,,,,,1602.44,746.9,436.0,98.0,"{""minor_atk_pct"": ""10"", ""minor_break_effect_pct"": ""37.3"", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""18"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\lingsha.html
Luka Best Build Guide | Honkai: Star Rail,luka,4,Physical,Nihility,917,582,485,103,,28,12.5,,,,,,18,,,,,,,,,,917.0,744.96,545.625,103.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": ""12.5"", ""minor_effect_hit_rate_pct"": ""18"", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\luka.html
Luocha Best Build Guide | Honkai: Star Rail,luocha,5,Imaginary,Abundance,1280,756,363,101,18,28,12.5,,,,,,,,,,,,,,,,1510.4,967.68,408.375,101.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": ""12.5"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""18"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\luocha.html
Lynx Best Build Guide | Honkai: Star Rail,lynx,4,Quantum,Abundance,1058,493,551,100,28,,22.5,,,,,10,,,,,,,,,,,1354.24,493.0,674.975,100.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": ""22.5"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": ""10"", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""28"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\lynx.html
March 7th • Evernight Best Build Guide | Honkai: Star Rail,march-7th-evernight,5,Ice,Remembrance,1323,543,582,99,18,,,,18.7,13.3,,,,,,,,,,,,,1561.14,543.0,582.0,99.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": ""13.3"", ""minor_crit_rate_pct"": ""18.7"", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""18"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\march-7th-evernight.html
March 7th • The Hunt Best Build Guide | Honkai: Star Rail,march-7th-swordmaster,4,Imaginary,Hunt,1058,564,441,102,,28,10,,,24,,,,,,,,,,,,,1058.0,721.92,485.1,102.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": ""24"", ""minor_crit_rate_pct"": """", ""minor_def_pct"": ""10"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\march-7th-swordmaster.html
March 7th Best Build Guide | Honkai: Star Rail,march-7th,4,Ice,Preservation,1058,511,573,101,,,22.5,,,,,10,,,,,,22.4,,,,,1058.0,511.0,701.925,101.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": ""22.5"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": ""10"", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": ""22.4"", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\march-7th.html
Misha Best Build Guide | Honkai: Star Rail,misha,4,Ice,Destruction,1270,599,396,96,,,22.5,,6.7,,,,,,,,,22.4,,,,,1270.0,599.0,485.1,96.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": ""6.7"", ""minor_def_pct"": ""22.5"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": ""22.4"", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\misha.html
Moze Best Build Guide | Honkai: Star Rail,moze,4,Lightning,Hunt,808,599,352,111,10,18,,,,37.3,,,,,,,,,,,,,888.8,706.82,352.0,111.0,"{""minor_atk_pct"": ""18"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": ""37.3"", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""10"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\moze.html
Mydei Best Build Guide | Honkai: Star Rail,mydei,5,Imaginary,Destruction,1552,426,194,95,18,,,5,,37.3,,,,,,,,,,,,,1831.36,426.0,194.0,100.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": ""37.3"", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""18"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""5"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\mydei.html
Natasha Best Build Guide | Honkai: Star Rail,natasha,4,Physical,Abundance,1164,476,507,98,28,,12.5,,,,,18,,,,,,,,,,,1489.92,476.0,570.375,98.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": ""12.5"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": ""18"", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": ""28"", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\natasha.html
Pearl Best Build Guide | Honkai: Star Rail,pearl,5,Ice,Elation,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\pearl.html
Pela Best Build Guide | Honkai: Star Rail,pela,4,Ice,Nihility,987,546,463,105,,18,,,,,,,10,,,,,22.4,,,,,987.0,644.28,463.0,105.0,"{""minor_atk_pct"": ""18"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": ""10"", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": ""22.4"", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\pela.html
Phainon Best Build Guide | Honkai: Star Rail,phainon,5,Physical,Destruction,1433,582,703,94,,,,5,12,37.3,,,,,,,,,,,,,1433.0,582.0,703.0,99.0,"{""minor_atk_pct"": """", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": ""37.3"", ""minor_crit_rate_pct"": ""12"", ""minor_def_pct"": """", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": """", ""minor_spd"": ""5"", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\phainon.html
Qingque Best Build Guide | Honkai: Star Rail,qingque,4,Quantum,Erudition,1023,652,441,98,,28,12.5,,,,,,,,,,,,,,14.4,,1023.0,834.56,496.125,98.0,"{""minor_atk_pct"": ""28"", ""minor_break_effect_pct"": """", ""minor_crit_dmg_pct"": """", ""minor_crit_rate_pct"": """", ""minor_def_pct"": ""12.5"", ""minor_effect_hit_rate_pct"": """", ""minor_effect_res_pct"": """", ""minor_energy_regen_pct"": """", ""minor_fire_dmg_pct"": """", ""minor_hp_pct"": """", ""minor_ice_dmg_pct"": """", ""minor_imaginary_dmg_pct"": """", ""minor_lightning_dmg_pct"": """", ""minor_outgoing_healing_pct"": """", ""minor_physical_dmg_pct"": """", ""minor_quantum_dmg_pct"": ""14.4"", ""minor_spd"": """", ""minor_wind_dmg_pct"": """"}",file://D:\backup\zero cycling\html\html_pages\qingque.html
