character,slug,trace_type,trace_name,description
Luocha Best Build Guide | Honkai: Star Rail,luocha,A2,Major trace,"Cleansing Revival When the Skill's effect is triggered, removes 1 debuff(s) from a target ally."
Luocha Best Build Guide | Honkai: Star Rail,luocha,A4,Major trace,"Sanctified When any enemy in the Field is attacked by an ally, all allies (except the attacker) restore HP equal to 7% of Luocha's ATK plus 93."
Luocha Best Build Guide | Honkai: Star Rail,luocha,A6,Major trace,Through the Valley The chance to resist Crowd Control debuffs increases by 70%.
Lynx Best Build Guide | Honkai: Star Rail,lynx,A2,Major trace,"Advance Surveying After a target with Survival Response is hit, Lynx regenerates 2 Energy immediately."
Lynx Best Build Guide | Honkai: Star Rail,lynx,A4,Major trace,Exploration Techniques Increases the chance to resist Crowd Control debuffs by 35% .
Lynx Best Build Guide | Honkai: Star Rail,lynx,A6,Major trace,Survival in the Extreme Extends the duration of the continuous healing effect granted by Talent for 1 turn(s).
March 7th • Evernight Best Build Guide | Honkai: Star Rail,march-7th-evernight,A2,Major trace,"Dark the Night, Still the Moon Increases Evernight and the memosprite Evey's CRIT Rate by 35% . When using abilities, consumes 5% of this unit's current HP to increase both their CRIT DMG by 15% for 2 turn(s). After memosprite Evey uses ""Dream, Dissolving, as Dew,"" recovers 1 Skill Point for allies."
March 7th • Evernight Best Build Guide | Honkai: Star Rail,march-7th-evernight,A4,Major trace,"Rouse the Flame, Lull the Light At the start of combat, Evernight regenerates 70 Energy and gains 1 ""Memoria."" When Evernight or an ally memosprite uses an ability, Evernight regenerates 5 Energy and gains 1 ""Memoria."""
March 7th • Evernight Best Build Guide | Honkai: Star Rail,march-7th-evernight,A6,Major trace,"Kindle the Morn, Drop the Rain When there are 1/2/3/4 or more Remembrance characters in the team, while Evernight's Skill persists, additionally increases all memosprites' CRIT DMG by 5%/15%/50%/65% ."
March 7th • The Hunt Best Build Guide | Honkai: Star Rail,march-7th-swordmaster,A2,Major trace,"Swan Soar When the battle starts, March 7th's action is Advanced Forward by 25% ."
March 7th • The Hunt Best Build Guide | Honkai: Star Rail,march-7th-swordmaster,A4,Major trace,"Filigree March 7th can reduce the Toughness of enemies whose Weakness Type is the same as Shifu's Combat Type. When Breaking Weakness, triggers the Imaginary Weakness Break effect."
March 7th • The Hunt Best Build Guide | Honkai: Star Rail,march-7th-swordmaster,A6,Major trace,"Tide Tamer After using Enhanced Basic ATK, increases Shifu's CRIT DMG by 60% and Break Effect by 36% , lasting for 2 turn(s)."
March 7th Best Build Guide | Honkai: Star Rail,march-7th,A2,Major trace,Purify Skill removes 1 debuff from an ally.
March 7th Best Build Guide | Honkai: Star Rail,march-7th,A4,Major trace,Reinforce The duration of the Shield generated from her Skill is extended for 1 turn(s).
March 7th Best Build Guide | Honkai: Star Rail,march-7th,A6,Major trace,Ice Spell Increases Ultimate's base chance to Freeze enemies by 15% .
Misha Best Build Guide | Honkai: Star Rail,misha,A2,Major trace,"Release Before the Ultimate's first hit lands, increases the base chance of Freezing the target by 80% ."
Misha Best Build Guide | Honkai: Star Rail,misha,A4,Major trace,"Interlock When using the Ultimate, increases the Effect Hit Rate by 60% , lasting until the end of the Ultimate's current action."
Misha Best Build Guide | Honkai: Star Rail,misha,A6,Major trace,"Transmission When dealing DMG to Frozen enemies, increases CRIT DMG by 30% ."
Moze Best Build Guide | Honkai: Star Rail,moze,A2,Major trace,"Nightfeather After using the Talent's follow-up attack, recovers 1 Skill Point(s). This effect can trigger again after 1 turn(s)."
Moze Best Build Guide | Honkai: Star Rail,moze,A4,Major trace,"Daggerhold When Moze dispels his Departed state, his action advances by 20% . At the start of each wave, Moze's action advances by 30% ."
Moze Best Build Guide | Honkai: Star Rail,moze,A6,Major trace,"Vengewise When dealing DMG by using Ultimate, it is considered as having launched a follow-up attack. The follow-up attack DMG taken by Prey increases by 25% ."
Mydei Best Build Guide | Honkai: Star Rail,mydei,A2,Major trace,"Earth and Water During the ""Vendetta"" state, Mydei will not exit the ""Vendetta"" state when receiving a killing blow. This effect can trigger 3 time(s) per battle."
Mydei Best Build Guide | Honkai: Star Rail,mydei,A4,Major trace,"Thirty Tyrants While in the ""Vendetta"" state, Mydei is immune to Crowd Control debuffs."
Mydei Best Build Guide | Honkai: Star Rail,mydei,A6,Major trace,"Bloodied Chiton When battle starts, if Mydei's Max HP exceeds 4000, for every 100 excess HP, Mydei's CRIT Rate increases by 1.2% , his Charge ratio from enemy targets' DMG increases by 2.5% , and his Incoming Healing increases by 0.75% . Up to 4000 excess HP can be taken into account for this effect."
Natasha Best Build Guide | Honkai: Star Rail,natasha,A2,Major trace,Soothe The Skill removes 1 debuff(s) from a target ally.
Natasha Best Build Guide | Honkai: Star Rail,natasha,A4,Major trace,Healer Natasha's Outgoing Healing increases by 10% .
Natasha Best Build Guide | Honkai: Star Rail,natasha,A6,Major trace,Recuperation Increases the duration of her Skill's continuous healing effect for 1 turn(s).
Pela Best Build Guide | Honkai: Star Rail,pela,A2,Major trace,Bash Deals 20% more DMG to debuffed enemies.
Pela Best Build Guide | Honkai: Star Rail,pela,A4,Major trace,"The Secret Strategy When Pela is on the battlefield, all allies' Effect Hit Rate increases by 10% ."
Pela Best Build Guide | Honkai: Star Rail,pela,A6,Major trace,Wipe Out Using Skill to remove buff(s) increases the DMG of Pela's next attack by 20% .
Phainon Best Build Guide | Honkai: Star Rail,phainon,A2,Major trace,"March to Oblivion At the start of the battle, gains 1 point(s) of Coreflame. When the transformation ends, gains 3 point(s) of Coreflame."
Phainon Best Build Guide | Honkai: Star Rail,phainon,A4,Major trace,"Bide in Flames When receiving healing effects or Shields from a teammate, increases DMG dealt by 45% for 4 turn(s). This effect cannot be triggered repeatedly within one turn. When receiving Energy regeneration ability effects provided by teammates, gains 1 point(s) of Coreflame."
Phainon Best Build Guide | Honkai: Star Rail,phainon,A6,Major trace,"Shine with Valor When entering battle or when transformation ends, increases ATK by 50% . This effect can stack up to 2 time(s)."
Qingque Best Build Guide | Honkai: Star Rail,qingque,A2,Major trace,Tile Battle Restores 1 Skill Point when using the Skill. This effect can only be triggered 1 time per battle.
Qingque Best Build Guide | Honkai: Star Rail,qingque,A4,Major trace,Bide Time Using the Skill increases DMG Boost effect of attacks by an extra 10% .
Qingque Best Build Guide | Honkai: Star Rail,qingque,A6,Major trace,Winning Hand Qingque's SPD increases by 10% for 1 turn after using the Enhanced Basic ATK.
Rappa Best Build Guide | Honkai: Star Rail,rappa,A2,Major trace,"Ninjutsu Inscription: Sky High When the Weakness of an elite-level or higher enemy is broken, Rappa additionally gains 1 point(s) of Charge and regenerates 10 Energy."
Rappa Best Build Guide | Honkai: Star Rail,rappa,A4,Major trace,"Ninjutsu Inscription: Sea Echo While in the Sealform state, after Rappa uses Enhanced Basic ATK to deal DMG to a Weakness Broken enemy target, converts the Toughness Reduction from this instance of DMG to 1 instance of 60% Super Break DMG."
Rappa Best Build Guide | Honkai: Star Rail,rappa,A6,Major trace,"Ninjutsu Inscription: Withered Leaf When an enemy target becomes Weakness Broken, increases the Break DMG taken by 2% . If Rappa's current ATK is higher than 2400, for every 100 excess ATK, additionally increases this value by 1% , up to a max additional increase of 8% . This effect lasts for 2 turn(s)."
Robin Summeretto Best Build Guide | Honkai: Star Rail,robin-summeretto,A2,Major trace,"Deviated Chords When an ally target causes Robin • Summeretto to gain Vibes, if their ATK is higher than Robin • Summeretto's, increases that target's ATK by an amount equal to (16% + Vibes × 0.4%) of Robin • Summeretto's Max HP. Otherwise, increases that target's CRIT DMG by 40% + Vibes × 1.5%. Lasts for 2 turn(s)."
Robin Summeretto Best Build Guide | Honkai: Star Rail,robin-summeretto,A4,Major trace,"Improvised Blues When Robin • Summeretto or ""Summer Songbirds"" receive healing or a Shield provided by teammates, they gain 12 stack(s) of ""Groove,"" up to a max of 12 stack(s). The first time Robin • Summeretto gains Vibes on any unit's turn, if she has ""Groove,"" she consumes 1 stack of ""Groove"" and regenerates 3 Energy."
Robin Summeretto Best Build Guide | Honkai: Star Rail,robin-summeretto,A6,Major trace,"Rebuilt Harmony Increases the CRIT Rate of Robin • Summeretto and ""Summer Songbirds"" by 50%."
Robin Best Build Guide | Honkai: Star Rail,robin,A2,Major trace,"Coloratura Cadenza When the battle begins, this character's action is Advanced Forward by 25% ."
Robin Best Build Guide | Honkai: Star Rail,robin,A4,Major trace,"Impromptu Flourish While the Concerto state is active, the CRIT DMG dealt when all allies launch follow-up attacks increases by 25% ."
Robin Best Build Guide | Honkai: Star Rail,robin,A6,Major trace,"Sequential Passage When using Skill, additionally regenerates 5 Energy."
Ruan Mei Best Build Guide | Honkai: Star Rail,ruan-mei,A2,Major trace,Inert Respiration Increases Break Effect by 20% for all allies.
Ruan Mei Best Build Guide | Honkai: Star Rail,ruan-mei,A4,Major trace,"Days Wane, Thoughts Wax Ruan Mei regenerates 5 Energy at the start of her turn."
Ruan Mei Best Build Guide | Honkai: Star Rail,ruan-mei,A6,Major trace,"Candle Lights on Still Waters In battle, for every 10% of Ruan Mei's Break Effect that exceeds 120%, her Skill additionally increases allies' DMG by 6% , up to a maximum of 36% ."
Saber Best Build Guide | Honkai: Star Rail,saber,A2,Major trace,"Knight of the Dragon Increases Saber's CRIT Rate by 20% . When entering battle and when using her Enhanced Basic ATK, obtains the 'Mana Burst' effect. Under the effect, if Saber has 'Core Resonance' and her Energy can be fully regenerated by using her Skill and consuming 'Core Resonance,' consumes 'Mana Burst' to recover 1 Skill Point for allies, and Saber immediately takes action."
Saber Best Build Guide | Honkai: Star Rail,saber,A4,Major trace,"Blessing of the Lake Saber can accumulate up to 120 excess Energy. After using Ultimate, the excess Energy is cleared and a corresponding amount is regenerated. When the battle starts, if Energy is below 60% , it is regenerated to 60% ."
Saber Best Build Guide | Honkai: Star Rail,saber,A6,Major trace,"Crown of the Star When using Skill, increases Saber's CRIT DMG by 50% for 2 turns. During this battle, for each point of 'Core Resonance' gained, increases Saber's CRIT DMG by 4% , stacking up to 8 time(s)."
Sampo Best Build Guide | Honkai: Star Rail,sampo,A2,Major trace,Trap Extends the duration of Wind Shear caused by Talent by 1 turn.
Sampo Best Build Guide | Honkai: Star Rail,sampo,A4,Major trace,Defensive Position Using Ultimate additionally regenerates 10 Energy.
Sampo Best Build Guide | Honkai: Star Rail,sampo,A6,Major trace,Spice Up Enemies with Wind Shear effect deal 15% less damage to Sampo.
Seele Best Build Guide | Honkai: Star Rail,seele,A2,Major trace,"Nightshade When defeating an enemy target, increases the wearer's DMG dealt by 50% . This effect can stack up to 3 time(s) and lasts for 3 turn(s)."
Seele Best Build Guide | Honkai: Star Rail,seele,A4,Major trace,"Lacerate While Seele is in the Amplification state, her Quantum RES PEN increases by 25% ."
Seele Best Build Guide | Honkai: Star Rail,seele,A6,Major trace,"Rippling Waves After using a Basic ATK, Seele's next action advances by 20% ."
Serval Best Build Guide | Honkai: Star Rail,serval,A2,Major trace,Rock 'n' Roll Skill has a 20% increased base chance to Shock enemies.
Serval Best Build Guide | Honkai: Star Rail,serval,A4,Major trace,"String Vibration At the start of the battle, immediately regenerates 15 Energy."
Serval Best Build Guide | Honkai: Star Rail,serval,A6,Major trace,"Mania Upon defeating an enemy, ATK increases by 20% for 2 turn(s)."
Silver Wolf • Lv. 999 Best Build Guide | Honkai: Star Rail,silver-wolf-lv-999,A2,Major trace,"False Ending Speedrun When SPD is 160 or higher, increases this unit's Elation by 50% . For every 1 SPD exceeded, increases this unit's Elation by 2% . Up to a max of 100 excess SPD can be taken into account for this effect."
Silver Wolf • Lv. 999 Best Build Guide | Honkai: Star Rail,silver-wolf-lv-999,A4,Major trace,"True Ending Unlocked If the number of Punchlines taken into account when using an Elation Skill is 20 or more, gain an additional 20 Hidden MMR points (if 40 or more, gain 20 points on top of that)."
Silver Wolf • Lv. 999 Best Build Guide | Honkai: Star Rail,silver-wolf-lv-999,A6,Major trace,"Secret Level Maxed After entering the Godmode Player state, gains 20 point(s) of Hidden MMR."
Silver Wolf Best Build Guide | Honkai: Star Rail,silver-wolf,A2,Major trace,"Generate Bug's duration is extended for 1 turn. Every time an enemy is inflicted with Weakness Break, Silver Wolf has a 100% base chance of implanting a random Bug in the enemy."
Silver Wolf Best Build Guide | Honkai: Star Rail,silver-wolf,A4,Major trace,"Inject At the start of the battle, immediately regenerates 20 Energy. Silver Wolf regenerates 5 Energy at the start of her turn."
Silver Wolf Best Build Guide | Honkai: Star Rail,silver-wolf,A6,Major trace,"Side Note For every 10% Effect Hit Rate that Silver Wolf has, additionally increases her ATK by 10% to a max of 50% ."
Sparkle Best Build Guide | Honkai: Star Rail,sparkle,A2,Major trace,"Almanac Using Basic ATK additionally regenerates 10 Energy. When an ally character who holds the CRIT DMG Boost effect provided by the Skill consumes Skill Points, Sparkle additionally regenerates 1 Energy."
Sparkle Best Build Guide | Honkai: Star Rail,sparkle,A4,Major trace,"Artificial Flower If an ally character consumes 3 or more Skill Points in a single turn, Sparkle's next use of Skill will not consume Skill Points."
Sparkle Best Build Guide | Honkai: Star Rail,sparkle,A6,Major trace,"Nocturne Increases all allies's ATK by 45% . When an ally character holds the CRIT DMG Boost effect provided by the Skill, All-Type RES PEN increases by 10% ."
Sparxie Best Build Guide | Honkai: Star Rail,sparxie,A2,Major trace,"Sweet! Punchline Signing For every 100 of Sparxie's ATK that exceeds 2000 , increases this unit's Elation by 5% , up to a maximum increase of 80% ."
Sparxie Best Build Guide | Honkai: Star Rail,sparxie,A4,Major trace,"Dazzling! Persona Kaleidoscope When there are 1/2/(3 or more) Elation characters in the team, using Sparxie's Ultimate will additionally gain 2/4/8 Punchline and 1/1/4 Thrill."
Sparxie Best Build Guide | Honkai: Star Rail,sparxie,A6,Major trace,"Frenzy! Palette of Truth and Lies For every 1 Punchline currently owned, increases all allies' CRIT DMG by 8% , up to a max increase of 80% ."
Sunday Best Build Guide | Honkai: Star Rail,sunday,A2,Major trace,"Rest Day's Longing When using Ultimate, if the Energy regenerated for the target is less than 40 , increases the regenerated Energy to 40 ."
Sunday Best Build Guide | Honkai: Star Rail,sunday,A4,Major trace,"Exalted Sweep When battle starts, Sunday regenerates 25 Energy."
Sunday Best Build Guide | Honkai: Star Rail,sunday,A6,Major trace,"Haven in Palm When using Skill, dispels 1 debuff from the target."
Sushang Best Build Guide | Honkai: Star Rail,sushang,A2,Major trace,"Guileless When current HP percentage is 50% or lower, reduces the chance of being attacked by enemies."
Sushang Best Build Guide | Honkai: Star Rail,sushang,A4,Major trace,"Riposte For every Sword Stance triggered, the DMG dealt by Sword Stance increases by 2.5% . Stacks up to 10 time(s)."
Sushang Best Build Guide | Honkai: Star Rail,sushang,A6,Major trace,"Vanquisher After using Basic ATK or Skill, if there are enemies on the field with Weakness Break, Sushang's action is Advanced Forward by 15% ."
The Dahlia Best Build Guide | Honkai: Star Rail,the-dahlia,A2,Major trace,"Yet Another Funeral When entering combat, increases other characters' Break Effect equal to 24% of The Dahlia's Break Effect plus 50% for 1 turn(s). This effect triggers again lasting 3 turn(s) when The Dahlia receives healing or a Shield from a teammate, but cannot be triggered repeatedly within a single turn."
The Dahlia Best Build Guide | Honkai: Star Rail,the-dahlia,A4,Major trace,"Lament, Lost Soul When using Talent's Follow-Up ATK, recovers 1 Skill Point for allies. This effect can be triggered once for every 2 Talent's Follow-Up ATKs used."
The Dahlia Best Build Guide | Honkai: Star Rail,the-dahlia,A6,Major trace,"Outgrow the Old, Espouse the New When an ally target adds Weakness to an enemy target, increases SPD by 30% for 2 turn(s). If an ally Fire character implants a Weakness when using an attack, deals 20 fixed amount of Fire Toughness Reduction after the attack for every target with Weakness implanted. Also, regenerates Energy equal to 10% of Max Energy. The maximum amount of Energy regenerated through this effect is capped at 50% of Max Energy."
The Herta Best Build Guide | Honkai: Star Rail,the-herta,A2,Major trace,"Aloofly Honest When ally targets attack, inflicts 1 stack of Interpretation on the hit enemy target. After attacking, for every 1 target hit by this attack, regenerates 3 fixed Energy for The Herta, counting up to a maximum of 5 targets. When using Enhanced Skill and if the primary target's Interpretation stack reaches 42, increases Ice DMG dealt by The Herta by 50% until the end of this attack."
The Herta Best Build Guide | Honkai: Star Rail,the-herta,A4,Major trace,"Message From Beyond the Veil When entering battle, if the team has 2 or more characters following the Path of Erudition, then increases all allies' CRIT DMG by 80% , calculates at least 3 targets when the Trace Aloofly Honest calculates hit targets, applies 1 stack(s) of Interpretation to the target that has the highest current Interpretation stacks among the hit enemy targets after attacking, and additionally applies 2 stack(s) of Interpretation if the attacker is a character following the Path of Erudition."
The Herta Best Build Guide | Honkai: Star Rail,the-herta,A6,Major trace,"Starved Landscape of Vacua For every 1 stack of Interpretation inflicted on enemy targets, The Herta gains 1 stack of Answer up to 9 stack(s). When using the Ultimate, every stack of Answer increases the Ultimate's DMG multiplier by 1% ."
Tingyun • Fugue Best Build Guide | Honkai: Star Rail,tingyun-fugue,A2,Major trace,"Verdantia Renaissance After ally targets break weakness, additionally delays the action of the enemy target by 15% ."
Tingyun • Fugue Best Build Guide | Honkai: Star Rail,tingyun-fugue,A4,Major trace,"Sylvan Enigma Increases this unit's Break Effect by 30% . After using Skill for the first time, immediately recovers 1 Skill Point(s)."
Tingyun • Fugue Best Build Guide | Honkai: Star Rail,tingyun-fugue,A6,Major trace,"Phecda Primordia When an enemy target's Weakness gets broken, increases teammates' (i.e., excluding this unit) Break Effect by 6% . If Fugue's Break Effect is 220% or higher, the Break Effect increase is boosted by an additional 12% , lasting for 2 turn(s). This effect can stack up to 2 time(s)."
Tingyun Best Build Guide | Honkai: Star Rail,tingyun,A2,Major trace,Nourished Joviality Tingyun's SPD increases by 20% for 1 turn after using Skill.
Tingyun Best Build Guide | Honkai: Star Rail,tingyun,A4,Major trace,Knell Subdual Basic ATK DMG increases by 40% .
Tingyun Best Build Guide | Honkai: Star Rail,tingyun,A6,Major trace,Jubilant Passage Tingyun immediately regenerates 5 Energy at the start of her turn.
Topaz & Numby Best Build Guide | Honkai: Star Rail,topaz,A2,Major trace,"Overdraft When Topaz uses Basic ATK to deal DMG, it will be considered as a follow-up attack."
Topaz & Numby Best Build Guide | Honkai: Star Rail,topaz,A4,Major trace,Financial Turmoil Increases Topaz and Numby's DMG dealt to enemy targets with Fire Weakness by 15% .
Topaz & Numby Best Build Guide | Honkai: Star Rail,topaz,A6,Major trace,"Stonks Market After Numby uses an attack while in the Windfall Bonanza! state, Topaz additionally regenerates 10 Energy."
Trailblazer • Destruction Best Build Guide | Honkai: Star Rail,trailblazer-destruction,A2,Major trace,"Ready for Battle At the start of the battle, immediately regenerates 15 Energy."
Trailblazer • Destruction Best Build Guide | Honkai: Star Rail,trailblazer-destruction,A4,Major trace,Perseverance Each stack of Talent increases the Trailblazer's DEF by 10% .
Trailblazer • Destruction Best Build Guide | Honkai: Star Rail,trailblazer-destruction,A6,Major trace,"Fighting Will When using Skill or Ultimate Blowout: RIP Home Run, DMG dealt to the target enemy is increased by 25% ."
Trailblazer • Elation Best Build Guide | Honkai: Star Rail,trailblazer-elation,A2,Major trace,"On Cloud Nine For every 200 point(s) of Trailblazer's ATK that exceeds 1000 , increases this unit's Elation by 10% , up to a maximum increase of 60% ."
Trailblazer • Elation Best Build Guide | Honkai: Star Rail,trailblazer-elation,A4,Major trace,"Screw It, We Ball Increases this unit's CRIT Rate by 15% . After using Ultimate, recovers 1 Skill Point(s) for the team."
Trailblazer • Elation Best Build Guide | Honkai: Star Rail,trailblazer-elation,A6,Major trace,"Aha, Sic 'Em! After an ally target uses an Elation Skill, Trailblazer additionally gains 2 point(s) of Certified Banger the next time they use their Skill."
Trailblazer • Harmony Best Build Guide | Honkai: Star Rail,trailblazer-harmony,A2,Major trace,"Dance With the One When the number of enemy targets on the field is 5 or more/4/3/2/1 , the Super Break DMG triggered by the Backup Dancer effect increases by 20%/30%/40%/50%/60% ."
Trailblazer • Harmony Best Build Guide | Honkai: Star Rail,trailblazer-harmony,A4,Major trace,"Shuffle Along When using Skill, additionally increases the Toughness Reduction of the first instance of DMG by 100% ."
Trailblazer • Harmony Best Build Guide | Honkai: Star Rail,trailblazer-harmony,A6,Major trace,Hat of the Theater Additionally delays the enemy target's action by 30% when allies Break enemy Weaknesses.
Trailblazer • Preservation Best Build Guide | Honkai: Star Rail,trailblazer-preservation,A2,Major trace,"The Strong Defend the Weak After using the Skill, the DMG taken by all allies reduces by 15% for 1 turn(s)."
Trailblazer • Preservation Best Build Guide | Honkai: Star Rail,trailblazer-preservation,A4,Major trace,Unwavering Gallantry Using Enhanced Basic ATK restores the Trailblazer's HP by 5% of their Max HP.
Trailblazer • Preservation Best Build Guide | Honkai: Star Rail,trailblazer-preservation,A6,Major trace,"Action Beats Overthinking When the Trailblazer is protected by a Shield at the beginning of the turn, increases ATK by 15% and regenerates 5 Energy until the action is over."
Trailblazer • Remembrance Best Build Guide | Honkai: Star Rail,trailblazer-remembrance,A2,Major trace,"Rhapsode's Scepter When the battle starts, Trailblazer's action advances by 30% . When Mem is first summoned, grants Mem 40% Charge."
Trailblazer • Remembrance Best Build Guide | Honkai: Star Rail,trailblazer-remembrance,A4,Major trace,"Petite Parable When using Baddies! Trouble!, Mem immediately gains 5% Charge."
Trailblazer • Remembrance Best Build Guide | Honkai: Star Rail,trailblazer-remembrance,A6,Major trace,"Magnets and Long Chains When the Max Energy of the ally target that has Mem's Support exceeds 100, for every 10 excess Energy, additionally increases the multiplier of the True DMG dealt via Mem's Support by 2% , up to a max increase of 20% . Bonus Major trace Unfinished Epilogue After using Ultimate, gains 1 stack of Epic, up to 2 stacks. When this unit has Epic and Mem is on the field, Basic ATK gets enhanced to Together, We Script Tomorrow!"
Tribbie Best Build Guide | Honkai: Star Rail,tribbie,A2,Major trace,"Lamb Outside the Wall... After using Talent's Follow-up ATK, increases the DMG dealt by Tribbie by 72% . This effect can stack up to 3 time(s), lasting for 3 turn(s)."
Tribbie Best Build Guide | Honkai: Star Rail,tribbie,A4,Major trace,"Glass Ball with Wings! While the Zone lasts, Tribbie's Max HP increases by an amount equal to 9% of the sum of all ally characters' Max HP."
Tribbie Best Build Guide | Honkai: Star Rail,tribbie,A6,Major trace,"Pebble at Crossroads? At the start of battle, Tribbie regenerates 30 Energy. After other ally targets attack, Tribbie regenerates 1.5 Energy for each target hit."
Welt Best Build Guide | Honkai: Star Rail,welt,A2,Major trace,"Retribution When ally targets attack targets under the Weightless state, their DMG dealt increases by 10% . This effect stacks up to 10 times and lasts for 2 turn(s). At the start of the battle, Welt regenerates 30 Energy."
Welt Best Build Guide | Honkai: Star Rail,welt,A4,Major trace,"Judgment When Welt uses Basic ATK or Skill, additionally deals 1 extra instance of Additional DMG to the enemy target. The Additional DMG dealt when using Basic ATK is equal to 80% of Basic ATK DMG multiplier. The Additional DMG dealt when using Skill is equal to 120% of Skill DMG multiplier."
Welt Best Build Guide | Honkai: Star Rail,welt,A6,Major trace,"Punishment When Welt's Effect Hit Rate is greater than 40% , for every 10% that exceeds this value, increases ATK by 20% , up to a maximum increase of 80% . When using Ultimate, additionally restores 5 Energy."
Xueyi Best Build Guide | Honkai: Star Rail,xueyi,A2,Major trace,"Clairvoyant Loom Increases DMG dealt by this unit by an amount equal to 100% of Break Effect, up to a maximum DMG increase of 240% ."
Xueyi Best Build Guide | Honkai: Star Rail,xueyi,A4,Major trace,"Intrepid Rollerbearings If the enemy target's Toughness is equal to or higher than 50% of their Max Toughness, deals 10% more DMG when using Ultimate"
Xueyi Best Build Guide | Honkai: Star Rail,xueyi,A6,Major trace,"Perspicacious Mainframe Xueyi will keep a tally of the number of Karma stacks that exceed the max stack limit, up to 6 stacks in the tally. After Xueyi's Talent is triggered, she will gain a corresponding number of tallied Karma stacks."
Yanqing Best Build Guide | Honkai: Star Rail,yanqing,A2,Major trace,"Icing on the Kick When Yanqing attacks, deals additional Ice DMG equal to 30% of Yanqing's ATK to targets with Ice Weakness."
Yanqing Best Build Guide | Honkai: Star Rail,yanqing,A4,Major trace,"Frost Favors the Brave When Soulsteel Sync is active, Effect RES increases by 20% ."
Yanqing Best Build Guide | Honkai: Star Rail,yanqing,A6,Major trace,"Gentle Blade When a CRIT Hit is triggered, increases SPD by 10% for 2 turn(s)."
Yao Guang Best Build Guide | Honkai: Star Rail,yao-guang,A2,Major trace,"Amaze-In Grace When Yao Guang's SPD is 120 or higher, increases this unit's Elation by 30% . For every 1 SPD exceeded, increases this unit's Elation by 1% . Up to a max of 200 excess SPD can be taken into account for this effect."
Yao Guang Best Build Guide | Honkai: Star Rail,yao-guang,A4,Major trace,"Poised and Sated Increases this unit's CRIT DMG by 60% . After using Elation Skill, recovers 1 Skill Point(s) for the team."
Yao Guang Best Build Guide | Honkai: Star Rail,yao-guang,A6,Major trace,"Felicity Ensemble When Yao Guang gains Certified Banger, its duration increases by 1 turn(s)."
Yukong Best Build Guide | Honkai: Star Rail,yukong,A2,Major trace,Archerion Yukong can resist 1 debuff application for 1 time. This effect can be triggered again in 2 turn(s).
Yukong Best Build Guide | Honkai: Star Rail,yukong,A4,Major trace,"Bowmaster When Yukong is on the field, Imaginary DMG dealt by all allies increases by 12%."
Yukong Best Build Guide | Honkai: Star Rail,yukong,A6,Major trace,"Majestas When Roaring Bowstrings is active, Yukong regenerates 2 additional Energy every time an ally takes action."
Yunli Best Build Guide | Honkai: Star Rail,yunli,A2,Major trace,"Fiery Wheel After each use of Intuit: Slash, the next Intuit: Slash will be replaced by Intuit: Cull."
Yunli Best Build Guide | Honkai: Star Rail,yunli,A4,Major trace,"Demon Quell While in the Parry state, resists Crowd Control debuffs received and reduces DMG received by 20% ."
Yunli Best Build Guide | Honkai: Star Rail,yunli,A6,Major trace,"True Sunder When using a Counter, increases Yunli's ATK by 30% , lasting for 1 turn."
