character_file,path_id,ability_kind,variable_name,min_value,eidolon_value,eidolon_value_2,raw_args,literal
Guinaifen,1200,talent,talentDebuffDmgIncreaseValue,0.07,0.076,,"0.07, 0.076",True
Guinaifen,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Guinaifen,1200,skill,skillScaling,1.20,1.32,,"1.20, 1.32",True
Guinaifen,1200,ult,ultScaling,1.20,1.296,,"1.20, 1.296",True
Guinaifen,1200,skill,dotScaling,2.182,2.40,,"2.182, 2.40",True
JingYuan,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
JingYuan,1200,skill,skillScaling,1.00,1.10,,"1.00, 1.10",True
JingYuan,1200,ult,ultScaling,2.00,2.16,,"2.00, 2.16",True
JingYuan,1200,talent,fuaScaling,0.66,0.726,,"0.66, 0.726",True
March7thImaginary,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
March7thImaginary,1200,basic,basicEnhancedScaling,0.80,0.88,,"0.80, 0.88",True
March7thImaginary,1200,basic,basicExtraScalingMasterBuff,0.20,0.22,,"0.20, 0.22",True
March7thImaginary,1200,ult,ultScaling,2.40,2.592,,"2.40, 2.592",True
March7thImaginary,1200,talent,talentDmgBuff,0.80,0.88,,"0.80, 0.88",True
March7thImaginary,1200,skill,skillSpdScaling,0.10,0.108,,"0.10, 0.108",True
JingliuB1,1200,talent,talentCrBuff,0.50,0.52,,"0.50, 0.52",True
JingliuB1,1200,basic,basicScaling,0.50,0.55,,"0.50, 0.55",True
JingliuB1,1200,skill,skillScaling,1.50,1.65,,"1.50, 1.65",True
JingliuB1,1200,ult,ultScaling,1.80,1.98,,"1.80, 1.98",True
JingliuB1,1200,talent,talentCdScaling,0.44,0.484,,"0.44, 0.484",True
Tingyun,1200,skill,skillAtkBoostMax,0.25,0.27,,"0.25, 0.27",True
Tingyun,1200,ult,ultDmgBoost,0.50,0.56,,"0.50, 0.56",True
Tingyun,1200,skill,skillAtkBoostScaling,0.50,0.55,,"0.50, 0.55",True
Tingyun,1200,skill,skillLightningDmgBoostScaling,0.40,0.44,,"0.40, 0.44",True
Tingyun,1200,talent,talentScaling,0.60,0.66,,"0.60, 0.66",True
Tingyun,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Yunli,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Yunli,1200,skill,skillScaling,1.20,1.32,,"1.20, 1.32",True
Yunli,1200,ult,ultSlashScaling,2.20,2.376,,"2.20, 2.376",True
Yunli,1200,ult,ultCullScaling,2.20,2.376,,"2.20, 2.376",True
Yunli,1200,ult,ultCullHitsScaling,0.72,0.7776,,"0.72, 0.7776",True
Yunli,1200,ult,blockCdBuff,1.00,1.08,,"1.00, 1.08",True
Yunli,1200,talent,talentCounterScaling,1.20,1.32,,"1.20, 1.32",True
HuohuoB1,1200,ult,ultBuffValue,0.40,0.432,,"0.40, 0.432",True
HuohuoB1,1200,basic,basicScaling,0.50,0.55,,"0.50, 0.55",True
HuohuoB1,1200,talent,skillHealScaling,0.21,0.224,,"0.21, 0.224",True
HuohuoB1,1200,talent,skillHealFlat,560,623,,"560, 623",True
HuohuoB1,1200,skill,talentHealScaling,0.045,0.048,,"0.045, 0.048",True
HuohuoB1,1200,skill,talentHealFlat,120,133.5,,"120, 133.5",True
Yukong,1200,skill,skillAtkBuffValue,0.80,0.88,,"0.80, 0.88",True
Yukong,1200,skill,ultCdBuffValue,0.65,0.702,,"0.65, 0.702",True
Yukong,1200,skill,ultCrBuffValue,0.28,0.294,,"0.28, 0.294",True
Yukong,1200,talent,talentAtkScaling,0.80,0.88,,"0.80, 0.88",True
Yukong,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Yukong,1200,ult,ultScaling,3.80,4.104,,"3.80, 4.104",True
Lingsha,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Lingsha,1200,skill,skillScaling,0.80,0.88,,"0.80, 0.88",True
Lingsha,1200,ult,ultScaling,1.50,1.65,,"1.50, 1.65",True
Lingsha,1200,ult,ultBreakVulnerability,0.25,0.27,,"0.25, 0.27",True
Lingsha,1200,talent,fuaScaling,0.75,0.825,,"0.75, 0.825",True
Lingsha,1200,skill,skillHealScaling,0.14,0.148,,"0.14, 0.148",True
Lingsha,1200,skill,skillHealFlat,420,467.25,,"420, 467.25",True
Lingsha,1200,ult,ultHealScaling,0.12,0.128,,"0.12, 0.128",True
Lingsha,1200,ult,ultHealFlat,360,400.5,,"360, 400.5",True
Lingsha,1200,talent,talentHealScaling,0.12,0.128,,"0.12, 0.128",True
Lingsha,1200,talent,talentHealFlat,360,400.5,,"360, 400.5",True
Yanqing,1200,ult,ultCdBuffValue,0.50,0.54,,"0.50, 0.54",True
Yanqing,1200,ult,talentCdBuffValue,0.30,0.33,,"0.30, 0.33",True
Yanqing,1200,ult,talentCrBuffValue,0.20,0.21,,"0.20, 0.21",True
Yanqing,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Yanqing,1200,skill,skillScaling,2.20,2.42,,"2.20, 2.42",True
Yanqing,1200,ult,ultScaling,3.50,3.78,,"3.50, 3.78",True
Yanqing,1200,talent,fuaScaling,0.50,0.55,,"0.50, 0.55",True
ImbibitorLunae,1200,skill,outroarStackCdValue,0.12,0.132,,"0.12, 0.132",True
ImbibitorLunae,1200,talent,righteousHeartDmgValue,0.10,0.11,,"0.10, 0.11",True
ImbibitorLunae,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
ImbibitorLunae,1200,basic,basicEnhanced1Scaling,2.60,2.86,,"2.60, 2.86",True
ImbibitorLunae,1200,basic,basicEnhanced2Scaling,3.80,4.18,,"3.80, 4.18",True
ImbibitorLunae,1200,basic,basicEnhanced3Scaling,5.00,5.50,,"5.00, 5.50",True
ImbibitorLunae,1200,ult,ultScaling,3.00,3.24,,"3.00, 3.24",True
Sushang,1200,talent,talentSpdBuffValue,0.20,0.21,,"0.20, 0.21",True
Sushang,1200,ult,ultBuffedAtk,0.30,0.324,,"0.30, 0.324",True
Sushang,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Sushang,1200,skill,skillScaling,2.10,2.31,,"2.10, 2.31",True
Sushang,1200,skill,skillExtraHitScaling,1.00,1.10,,"1.00, 1.10",True
Sushang,1200,ult,ultScaling,3.20,3.456,,"3.20, 3.456",True
Xueyi,1200,ult,ultBoostMax,0.60,0.648,,"0.60, 0.648",True
Xueyi,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Xueyi,1200,skill,skillScaling,1.40,1.54,,"1.40, 1.54",True
Xueyi,1200,ult,ultScaling,2.50,2.70,,"2.50, 2.70",True
Xueyi,1200,talent,fuaScaling,0.90,0.99,,"0.90, 0.99",True
Bailu,1200,basic,basicScaling,1.0,1.1,,"1.0, 1.1",True
Bailu,1200,skill,skillHealScaling,0.117,0.1248,,"0.117, 0.1248",True
Bailu,1200,skill,skillHealFlat,312,347.1,,"312, 347.1",True
Bailu,1200,ult,ultHealScaling,0.135,0.144,,"0.135, 0.144",True
Bailu,1200,ult,ultHealFlat,360,400.5,,"360, 400.5",True
Bailu,1200,talent,talentHealScaling,0.054,0.0576,,"0.054, 0.0576",True
Bailu,1200,talent,talentHealFlat,144,160.2,,"144, 160.2",True
Moze,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Moze,1200,skill,skillScaling,1.50,1.65,,"1.50, 1.65",True
Moze,1200,ult,ultScaling,2.70,2.916,,"2.70, 2.916",True
Moze,1200,talent,fuaScaling,1.60,1.76,,"1.60, 1.76",True
Moze,1200,talent,additionalDmgScaling,0.30,0.33,,"0.30, 0.33",True
PermansorTerrae,1400,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
PermansorTerrae,1400,ult,ultScaling,3.00,3.30,,"3.00, 3.30",True
PermansorTerrae,1400,ult,fuaScaling,0.80,0.88,,"0.80, 0.88",True
PermansorTerrae,1400,talent,talentShieldScaling,0.10,0.106,,"0.10, 0.106",True
PermansorTerrae,1400,talent,talentShieldFlat,200,222.5,,"200, 222.5",True
Mydei,1400,basic,basicScaling,0.50,0.55,,"0.50, 0.55",True
Mydei,1400,skill,skillScaling,0.90,0.99,,"0.90, 0.99",True
Mydei,1400,skill,skillEnhanced1Scaling,1.10,1.21,,"1.10, 1.21",True
Mydei,1400,skill,skillEnhanced2Scaling,2.80,3.08,,"2.80, 3.08",True
Mydei,1400,ult,ultScaling,1.60,1.728,,"1.60, 1.728",True
Mydei,1400,skill,,50,55,,"50, 55",True
Mydei,1400,skill,,66,72.6,,"66, 72.6",True
Mydei,1400,skill,,168,184.8,,"168, 184.8",True
Mydei,1400,talent,,25,27,,"25, 27",True
Tribbie,1400,basic,basicScaling,0.30,0.33,,"0.30, 0.33",True
Tribbie,1400,skill,skillResPen,0.24,0.264,,"0.24, 0.264",True
Tribbie,1400,ult,ultScaling,0.30,0.33,,"0.30, 0.33",True
Tribbie,1400,ult,ultVulnerability,0.30,0.33,,"0.30, 0.33",True
Tribbie,1400,ult,ultAdditionalDmgScaling,0.12,0.132,,"0.12, 0.132",True
Tribbie,1400,talent,talentScaling,0.18,0.198,,"0.18, 0.198",True
Castorice,1400,basic,basicScaling,0.50,0.55,,"0.50, 0.55",True
Castorice,1400,skill,skillScaling,0.50,0.55,,"0.50, 0.55",True
Castorice,1400,skill,skillEnhancedScaling1,0.30,0.33,,"0.30, 0.33",True
Castorice,1400,skill,skillEnhancedScaling2,0.50,0.55,,"0.50, 0.55",True
Castorice,1400,talent,talentDmgBoost,0.20,0.22,,"0.20, 0.22",True
Castorice,1400,ult,ultTerritoryResPen,0.20,0.22,,"0.20, 0.22",True
Castorice,1400,memoSkill,memoSkillScaling1,0.24,0.264,,"0.24, 0.264",True
Castorice,1400,memoSkill,memoSkillScaling2,0.28,0.308,,"0.28, 0.308",True
Castorice,1400,memoSkill,memoSkillScaling3,0.34,0.374,,"0.34, 0.374",True
Castorice,1400,memoTalent,memoTalentScaling,0.40,0.44,,"0.40, 0.44",True
Aglaea,1400,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Aglaea,1400,basic,enhancedBasicScaling,2.00,2.20,,"2.00, 2.20",True
Aglaea,1400,ult,ultSpdBoost,0.15,0.16,,"0.15, 0.16",True
Aglaea,1400,talent,memoBaseHpScaling,0.66,0.704,,"0.66, 0.704",True
Aglaea,1400,talent,memoBaseHpFlat,720,828,,"720, 828",True
Aglaea,1400,talent,talentAdditionalDmg,0.30,0.336,,"0.30, 0.336",True
Aglaea,1400,memoSkill,memoSkillScaling,1.10,1.21,,"1.10, 1.21",True
Aglaea,1400,memoTalent,memoTalentSpd,55,57.2,,"55, 57.2",True
Cerydra,1400,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Cerydra,1400,skill,skillCdScaling,0.72,0.792,,"0.72, 0.792",True
Cerydra,1400,skill,skillResPenScaling,0.10,0.104,,"0.10, 0.104",True
Cerydra,1400,ult,ultScaling,2.40,2.592,,"2.40, 2.592",True
Cerydra,1400,talent,talentAtkScaling,0.24,0.252,,"0.24, 0.252",True
Hyacine,1400,basic,basicScaling,0.50,0.55,,"0.50, 0.55",True
Hyacine,1400,skill,skillHealScaling,0.08,0.088,,"0.08, 0.088",True
Hyacine,1400,skill,skillHealFlat,160,178,,"160, 178",True
Hyacine,1400,ult,ultHealScaling,0.10,0.11,,"0.10, 0.11",True
Hyacine,1400,ult,ultHealFlat,200,222.5,,"200, 222.5",True
Hyacine,1400,ult,ultHpBuffPercent,0.30,0.33,,"0.30, 0.33",True
Hyacine,1400,ult,ultHpBuffFlat,600,667.5,,"600, 667.5",True
Hyacine,1400,talent,talentHealingDmgStackValue,0.80,0.88,,"0.80, 0.88",True
Hyacine,1400,memoSkill,memoSkillScaling,0.20,0.22,,"0.20, 0.22",True
Phainon,1400,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Phainon,1400,skill,skillScaling,3.00,3.30,,"3.00, 3.30",True
Phainon,1400,basic,enhancedBasicScaling,2.50,2.75,,"2.50, 2.75",True
Phainon,1400,skill,enhancedSkillFoundationSingleHitScaling,0.45,0.495,,"0.45, 0.495",True
Phainon,1400,skill,fuaDmgScaling,0.40,0.44,,"0.40, 0.44",True
Phainon,1400,skill,fuaDmgExtraScaling,0.30,0.33,,"0.30, 0.33",True
Phainon,1400,talent,talentAtkBuffScaling,0.80,0.88,,"0.80, 0.88",True
Phainon,1400,talent,talentHpBuffScaling,2.70,2.97,,"2.70, 2.97",True
Phainon,1400,talent,talentCdBuffScaling,0.30,0.33,,"0.30, 0.33",True
Phainon,1400,ult,ultScaling,9.60,10.56,,"9.60, 10.56",True
Anaxa,1400,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Anaxa,1400,skill,skillScaling,0.70,0.77,,"0.70, 0.77",True
Anaxa,1400,ult,ultScaling,1.60,1.76,,"1.60, 1.76",True
Anaxa,1400,talent,talentDmgScaling,0.30,0.324,,"0.30, 0.324",True
Cyrene,1400,basic,basicScaling,0.50,0.55,,"0.50, 0.55",True
Cyrene,1400,basic,basicEnhancedScaling,0.30,0.33,,"0.30, 0.33",True
Cyrene,1400,skill,skillTrueDmgBuff,0.24,0.264,,"0.24, 0.264",True
Cyrene,1400,ult,ultCrBuff,0.50,0.55,,"0.50, 0.55",True
Cyrene,1400,talent,talentDmgBuff,0.20,0.22,,"0.20, 0.22",True
Cyrene,1400,memoSkill,memoSkillDmgScaling,0.60,0.66,,"0.60, 0.66",True
Cyrene,1400,memoSkill,memoSkillDmgBuff,0.40,0.44,,"0.40, 0.44",True
Cyrene,1400,memoTalent,memoTalentHpBuff,0.24,0.264,,"0.24, 0.264",True
Cyrene,1400,memoSkill,memoSkillTrailblazerAtkScaling,0.16,0.176,,"0.16, 0.176",True
Cyrene,1400,memoSkill,memoSkillTrailblazerCrScaling,0.72,0.792,,"0.72, 0.792",True
TheHerta,1400,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
TheHerta,1400,skill,skillScaling,0.70,0.77,,"0.70, 0.77",True
TheHerta,1400,skill,enhancedSkillScaling,0.80,0.88,,"0.80, 0.88",True
TheHerta,1400,skill,enhancedSkillAoeScaling,0.40,0.44,,"0.40, 0.44",True
TheHerta,1400,talent,talentStackScaling,0.08,0.088,,"0.08, 0.088",True
TheHerta,1400,ult,ultScaling,2.00,2.20,,"2.00, 2.20",True
TheHerta,1400,ult,ultAtkBuffScaling,0.80,0.88,,"0.80, 0.88",True
Hysilens,1400,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Hysilens,1400,skill,skillScaling,1.40,1.54,,"1.40, 1.54",True
Hysilens,1400,skill,skillVulnScaling,0.20,0.22,,"0.20, 0.22",True
Hysilens,1400,ult,ultScaling,2.00,2.16,,"2.00, 2.16",True
Hysilens,1400,ult,ultDefPenScaling,0.25,0.27,,"0.25, 0.27",True
Hysilens,1400,ult,ultDotScaling,0.80,0.88,,"0.80, 0.88",True
Hysilens,1400,talent,talentDotScaling,0.25,0.275,,"0.25, 0.275",True
Hysilens,1400,talent,talentDotAtkLimitScaling,0.25,0.275,,"0.25, 0.275",True
Cipher,1400,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Cipher,1400,skill,skillScaling,2.00,2.20,,"2.00, 2.20",True
Cipher,1400,skill,skillAtkBuff,0.30,0.33,,"0.30, 0.33",True
Cipher,1400,ult,ultScaling,1.20,1.32,,"1.20, 1.32",True
Cipher,1400,ult,ultSecondaryScaling,0.40,0.44,,"0.40, 0.44",True
Cipher,1400,talent,fuaScaling,1.50,1.65,,"1.50, 1.65",True
Evernight,1400,basic,basicScaling,0.50,0.55,,"0.50, 0.55",True
Evernight,1400,skill,skillCdScaling,0.24,0.264,,"0.24, 0.264",True
Evernight,1400,ult,ultMemoScaling,2.00,2.20,,"2.00, 2.20",True
Evernight,1400,ult,ultVulnScaling,0.30,0.33,,"0.30, 0.33",True
Evernight,1400,ult,ultDmgBoostScaling,0.60,0.66,,"0.60, 0.66",True
Evernight,1400,talent,talentCdScaling,0.60,0.66,,"0.60, 0.66",True
Evernight,1400,memoSkill,memoSkillScaling,0.50,0.55,,"0.50, 0.55",True
Evernight,1400,memoSkill,memoSkillAdditionalScaling,0.10,0.11,,"0.10, 0.11",True
Evernight,1400,memoSkill,memoSkillEnhancedScaling,0.12,0.132,,"0.12, 0.132",True
Evernight,1400,memoTalent,memoTalentDmgBoost,0.50,0.55,,"0.50, 0.55",True
Bronya,1100,skill,skillDmgBoostValue,0.66,0.726,,"0.66, 0.726",True
Bronya,1100,ult,ultAtkBoostValue,0.55,0.594,,"0.55, 0.594",True
Bronya,1100,ult,ultCdBoostValue,0.16,0.168,,"0.16, 0.168",True
Bronya,1100,ult,ultCdBoostBaseValue,0.20,0.216,,"0.20, 0.216",True
Bronya,1100,basic,basicScaling,1.0,1.1,,"1.0, 1.1",True
Luka,1100,basic,basicEnhancedHitValue,0.20,0.22,,"0.20, 0.22",True
Luka,1100,ult,targetUltDebuffDmgTakenValue,0.20,0.216,,"0.20, 0.216",True
Luka,1100,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Luka,1100,basic,basicEnhancedScaling,,,,"0.20 * 3 + 0.80, 0.22 * 3 + 0.88",False
Luka,1100,skill,skillScaling,1.20,1.32,,"1.20, 1.32",True
Luka,1100,ult,ultScaling,3.30,3.564,,"3.30, 3.564",True
Luka,1100,skill,dotScaling,3.38,3.718,,"3.38, 3.718",True
Serval,1100,talent,talentExtraDmgScaling,0.72,0.792,,"0.72, 0.792",True
Serval,1100,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Serval,1100,skill,skillScaling,1.40,1.54,,"1.40, 1.54",True
Serval,1100,ult,ultScaling,1.80,1.944,,"1.80, 1.944",True
Serval,1100,skill,dotScaling,1.04,1.144,,"1.04, 1.144",True
Hook,1100,talent,targetBurnedExtraScaling,1.00,1.10,,"1.00, 1.10",True
Hook,1100,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Hook,1100,skill,skillScaling,2.40,2.64,,"2.40, 2.64",True
Hook,1100,skill,skillEnhancedScaling,2.80,3.08,,"2.80, 3.08",True
Hook,1100,ult,ultScaling,4.00,4.32,,"4.00, 4.32",True
Hook,1100,skill,dotScaling,0.65,0.715,,"0.65, 0.715",True
Lynx,1100,skill,skillHpPercentBuff,0.075,0.08,,"0.075, 0.08",True
Lynx,1100,skill,skillHpFlatBuff,200,222.5,,"200, 222.5",True
Lynx,1100,basic,basicScaling,0.50,0.55,,"0.50, 0.55",True
Lynx,1100,skill,skillHealScaling,0.12,0.128,,"0.12, 0.128",True
Lynx,1100,skill,skillHealFlat,320,356,,"320, 356",True
Lynx,1100,ult,ultHealScaling,0.135,0.144,,"0.135, 0.144",True
Lynx,1100,ult,ultHealFlat,360,400.5,,"360, 400.5",True
Lynx,1100,talent,talentHealScaling,0.036,0.0384,,"0.036, 0.0384",True
Lynx,1100,talent,talentHealFlat,96,106.8,,"96, 106.8",True
Natasha,1100,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Natasha,1100,ult,ultHealScaling,0.138,0.1472,,"0.138, 0.1472",True
Natasha,1100,ult,ultHealFlat,368,409.4,,"368, 409.4",True
Natasha,1100,skill,skillHealScaling,0.105,0.112,,"0.105, 0.112",True
Natasha,1100,skill,skillHealFlat,280,311.5,,"280, 311.5",True
Pela,1100,ult,ultDefPenValue,0.40,0.42,,"0.40, 0.42",True
Pela,1100,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Pela,1100,skill,skillScaling,2.10,2.31,,"2.10, 2.31",True
Pela,1100,ult,ultScaling,1.00,1.08,,"1.00, 1.08",True
Clara,1100,ult,ultDmgReductionValue,0.25,0.27,,"0.25, 0.27",True
Clara,1100,ult,ultFuaExtraScaling,1.60,1.728,,"1.60, 1.728",True
Clara,1100,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Clara,1100,skill,skillScaling,1.20,1.32,,"1.20, 1.32",True
Clara,1100,talent,fuaScaling,1.60,1.76,,"1.60, 1.76",True
Sampo,1100,ult,dotVulnerabilityValue,0.30,0.32,,"0.30, 0.32",True
Sampo,1100,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Sampo,1100,skill,skillScaling,0.56,0.616,,"0.56, 0.616",True
Sampo,1100,ult,ultScaling,1.60,1.728,,"1.60, 1.728",True
Sampo,1100,talent,dotScaling,0.52,0.572,,"0.52, 0.572",True
SeeleB1,1100,talent,buffedStateDmgBuff,0.80,0.88,,"0.80, 0.88",True
SeeleB1,1100,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
SeeleB1,1100,skill,skillScaling,3.60,3.96,,"3.60, 3.96",True
SeeleB1,1100,ult,ultScaling,7.20,7.92,,"7.20, 7.92",True
Topaz,1100,skill,proofOfDebtFuaVulnerability,0.50,0.55,,"0.50, 0.55",True
Topaz,1100,ult,enhancedStateFuaScalingBoost,1.50,1.65,,"1.50, 1.65",True
Topaz,1100,ult,enhancedStateFuaCdBoost,0.25,0.275,,"0.25, 0.275",True
Topaz,1100,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Topaz,1100,skill,skillScaling,1.50,1.65,,"1.50, 1.65",True
Topaz,1100,talent,fuaScaling,1.50,1.65,,"1.50, 1.65",True
Gepard,1100,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Gepard,1100,skill,skillScaling,2.00,2.20,,"2.00, 2.20",True
Gepard,1100,ult,ultShieldScaling,0.45,0.48,,"0.45, 0.48",True
Gepard,1100,ult,ultShieldFlat,600,667.5,,"600, 667.5",True
